Cnic,Full Name,Status,Disabled,Province,City,Block Code,Serial Number
,Arsalan Gul,Active,Yes,Balochistan,Quetta,5,439
,Tariq Memon,Active,Yes,Balochistan,Quetta,5,440
,Naveed Mirza,Active,Yes,Balochistan,Quetta,5,441
,Muhammad Chaudhry,Active,Yes,Balochistan,Quetta,5,442
,Zubair Khan,Active,Yes,Balochistan,Quetta,5,443
,Ayesha Ansari,Active,Yes,Balochistan,Quetta,5,444
,Bilal Malik,Active,Yes,Balochistan,Quetta,5,445
,Zeeshan Ahmed,Active,Yes,Balochistan,Quetta,5,446
,Samina Chaudhry,Active,Yes,Balochistan,Quetta,5,447
,Iqra Mengal,Active,Yes,Balochistan,Quetta,5,448
,Rashid Memon,Active,Yes,Balochistan,Quetta,5,449
,Hamza Jan,Active,Yes,Balochistan,Quetta,5,450
,Faisal Mahar,Active,Yes,Balochistan,Quetta,5,451
,Ali Abbasi,Active,Yes,Balochistan,Quetta,5,452
,Arsalan Mirza,Active,Yes,Balochistan,Quetta,5,453
,Sana Raza,Active,Yes,Balochistan,Quetta,5,454
,Adnan Malik,Active,Yes,Balochistan,Quetta,5,455
,Tariq Gul,Active,Yes,Balochistan,Quetta,5,456
,Zeeshan Mengal,Active,Yes,Balochistan,Quetta,5,457
,Yasir Bhatti,Active,Yes,Balochistan,Quetta,5,458
,Imran Raza,Active,Yes,Balochistan,Quetta,5,459
,Faisal Ansari,Active,Yes,Balochistan,Quetta,5,460
,Kashif Mirza,Active,Yes,Balochistan,Quetta,5,461
,Imran Ahmed,Active,Yes,Balochistan,Quetta,5,462
,Adnan Bhatti,Active,Yes,Balochistan,Quetta,5,463
,Saad Chaudhry,Active,Yes,Balochistan,Quetta,5,464
,Zubair Laghari,Active,Yes,Balochistan,Quetta,5,465
,Shahid Baig,Active,Yes,Balochistan,Quetta,5,466
,Bilal Mahar,Active,Yes,Balochistan,Quetta,5,467
,Muhammad Khattak,Active,Yes,Balochistan,Quetta,5,468
,Samina Gul,Active,Yes,Balochistan,Quetta,5,469
,Naveed Butt,Active,Yes,Balochistan,Quetta,5,470
,Iqra Gul,Active,Yes,Balochistan,Quetta,5,471
,Iqra Siddiqui,Active,Yes,Balochistan,Quetta,5,472
,Hamza Laghari,Active,Yes,Balochistan,Quetta,5,473
,Ahmed Shah,Active,Yes,Balochistan,Quetta,5,474
,Bilal Qureshi,Active,Yes,Balochistan,Quetta,5,475
,Iqra Bhatti,Active,Yes,Balochistan,Quetta,5,476
,Farhan Rind,Active,Yes,Balochistan,Quetta,5,477
,Ayesha Mirza,Active,Yes,Balochistan,Quetta,5,478
,Maryam Qureshi,Active,Yes,Balochistan,Quetta,5,479
,Hamza Memon,Active,Yes,Balochistan,Quetta,5,480
,Ahmed Chaudhry,Active,Yes,Balochistan,Quetta,5,481
,Yasir Laghari,Active,Yes,Balochistan,Quetta,5,482
,Kashif Bhatti,Active,Yes,Balochistan,Quetta,5,483
,Saad Chaudhry,Active,Yes,Balochistan,Quetta,5,484
,Waqas Siddiqui,Active,Yes,Balochistan,Quetta,5,485
,Muhammad Bhatti,Active,Yes,Balochistan,Quetta,5,486
,Waqas Bhatti,Active,Yes,Balochistan,Quetta,5,487
,Tariq Rind,Active,Yes,Balochistan,Quetta,5,488
,Shahid Laghari,Active,Yes,Balochistan,Quetta,5,489
,Muhammad Ahmed,Active,Yes,Balochistan,Quetta,5,490
,Sidra Baig,Active,Yes,Balochistan,Quetta,5,491
,Iqra Laghari,Active,Yes,Balochistan,Quetta,5,492
,Asim Mahar,Active,Yes,Balochistan,Quetta,5,493
,Bilal Mirza,Active,Yes,Balochistan,Quetta,5,494
,Kashif Khan,Active,Yes,Balochistan,Quetta,5,495
,Muhammad Gul,Active,Yes,Balochistan,Quetta,5,496
,Kashif Memon,Active,Yes,Balochistan,Quetta,5,497
,Asim Bugti,Active,Yes,Balochistan,Quetta,5,498
,Usman Laghari,Active,Yes,Balochistan,Quetta,5,499
,Fatima Jan,Active,Yes,Balochistan,Quetta,5,500
,Maryam Qureshi,Active,Yes,Punjab,Lahore,6,1
,Ahmed Khan,Active,Yes,Punjab,Lahore,6,2
,Zeeshan Malik,Active,Yes,Punjab,Lahore,6,3
,Babar Raza,Active,Yes,Punjab,Lahore,6,4
,Hamza Abbasi,Active,Yes,Punjab,Lahore,6,5
,Faisal Bhatti,Active,Yes,Punjab,Lahore,6,6
,Babar Sheikh,Active,Yes,Punjab,Lahore,6,7
,Hamza Ahmed,Active,Yes,Punjab,Lahore,6,8
,Sidra Raza,Active,Yes,Punjab,Lahore,6,9
,Arsalan Malik,Active,Yes,Punjab,Lahore,6,10
,Maryam Mengal,Active,Yes,Punjab,Lahore,6,11
,Zubair Siddiqui,Active,Yes,Punjab,Lahore,6,12
,Sana Rind,Active,Yes,Punjab,Lahore,6,13
,Kashif Mahar,Active,Yes,Punjab,Lahore,6,14
,Kashif Baig,Active,Yes,Punjab,Lahore,6,15
,Maryam Siddiqui,Active,Yes,Punjab,Lahore,6,16
,Shahid Ansari,Active,Yes,Punjab,Lahore,6,17
,Ahmed Baig,Active,Yes,Punjab,Lahore,6,18
,Usman Siddiqui,Active,Yes,Punjab,Lahore,6,19
,Waqas Qureshi,Active,Yes,Punjab,Lahore,6,20
,Rashid Qureshi,Active,Yes,Punjab,Lahore,6,21
,Zubair Bugti,Active,Yes,Punjab,Lahore,6,22
,Hamza Mahar,Active,Yes,Punjab,Lahore,6,23
,Saad Chaudhry,Active,Yes,Punjab,Lahore,6,24
,Hamza Memon,Active,Yes,Punjab,Lahore,6,25
,Usman Mahar,Active,Yes,Punjab,Lahore,6,26
,Junaid Khan,Active,Yes,Punjab,Lahore,6,27
,Sana Ahmed,Active,Yes,Punjab,Lahore,6,28
,Faisal Mengal,Active,Yes,Punjab,Lahore,6,29
,Bilal Butt,Active,Yes,Punjab,Lahore,6,30
,Sana Mahar,Active,Yes,Punjab,Lahore,6,31
,Ali Jan,Active,Yes,Punjab,Lahore,6,32
,Waqas Laghari,Active,Yes,Punjab,Lahore,6,33
,Tariq Rind,Active,Yes,Punjab,Lahore,6,34
,Maryam Khattak,Active,Yes,Punjab,Lahore,6,35
,Tariq Butt,Active,Yes,Punjab,Lahore,6,36
,Tariq Gul,Active,Yes,Punjab,Lahore,6,37
,Hamza Mengal,Active,Yes,Punjab,Lahore,6,38
,Arsalan Khattak,Active,Yes,Punjab,Lahore,6,39
,Sidra Raza,Active,Yes,Punjab,Lahore,6,40
,Sana Baig,Active,Yes,Punjab,Lahore,6,41
,Kashif Mahar,Active,Yes,Punjab,Lahore,6,42
,Zeeshan Raza,Active,Yes,Punjab,Lahore,6,43
,Asim Mahar,Active,Yes,Punjab,Lahore,6,44
,Shahid Baig,Active,Yes,Punjab,Lahore,6,45
,Junaid Jan,Active,Yes,Punjab,Lahore,6,46
,Babar Laghari,Active,Yes,Punjab,Lahore,6,47
,Rabia Tareen,Active,Yes,Punjab,Lahore,6,48
,Farhan Rind,Active,Yes,Punjab,Lahore,6,49
,Ayesha Ansari,Active,Yes,Punjab,Lahore,6,50
,Babar Bhatti,Active,Yes,Punjab,Lahore,6,51
,Usman Memon,Active,Yes,Punjab,Lahore,6,52
,Samina Rind,Active,Yes,Punjab,Lahore,6,53
,Tariq Chaudhry,Active,Yes,Punjab,Lahore,6,54
,Bilal Khan,Active,Yes,Punjab,Lahore,6,55
,Ayesha Mengal,Active,Yes,Punjab,Lahore,6,56
,Samina Siddiqui,Active,Yes,Punjab,Lahore,6,57
,Saad Butt,Active,Yes,Punjab,Lahore,6,58
,Hamza Laghari,Active,Yes,Punjab,Lahore,6,59
,Zeeshan Memon,Active,Yes,Punjab,Lahore,6,60
,Shahid Tareen,Active,Yes,Punjab,Lahore,6,61
,Bilal Bhatti,Active,Yes,Punjab,Lahore,6,62
,Hira Ansari,Active,Yes,Punjab,Lahore,6,63
,Zeeshan Laghari,Active,Yes,Punjab,Lahore,6,64
,Kamran Mirza,Active,Yes,Punjab,Lahore,6,65
,Arsalan Shah,Active,Yes,Punjab,Lahore,6,66
,Kashif Siddiqui,Active,Yes,Punjab,Lahore,6,67
,Samina Butt,Active,Yes,Punjab,Lahore,6,68
,Tariq Ansari,Active,Yes,Punjab,Lahore,6,69
,Faisal Siddiqui,Active,Yes,Punjab,Lahore,6,70
,Zeeshan Bugti,Active,Yes,Punjab,Lahore,6,71
,Sana Raza,Active,Yes,Punjab,Lahore,6,72
,Shahid Shah,Active,Yes,Punjab,Lahore,6,73
,Zainab Abbasi,Active,Yes,Punjab,Lahore,6,74
,Babar Ansari,Active,Yes,Punjab,Lahore,6,75
,Ayesha Baig,Active,Yes,Punjab,Lahore,6,76
,Samina Qureshi,Active,Yes,Punjab,Lahore,6,77
,Junaid Abbasi,Active,Yes,Punjab,Lahore,6,78
,Saad Khattak,Active,Yes,Punjab,Lahore,6,79
,Farhan Raza,Active,Yes,Punjab,Lahore,6,80
,Muhammad Memon,Active,Yes,Punjab,Lahore,6,81
,Kashif Chaudhry,Active,Yes,Punjab,Lahore,6,82
,Adnan Sheikh,Active,Yes,Punjab,Lahore,6,83
,Hamza Chaudhry,Active,Yes,Punjab,Lahore,6,84
,Samina Mirza,Active,Yes,Punjab,Lahore,6,85
,Asim Abbasi,Active,Yes,Punjab,Lahore,6,86
,Zainab Rind,Active,Yes,Punjab,Lahore,6,87
,Waqas Bugti,Active,Yes,Punjab,Lahore,6,88
,Imran Chaudhry,Active,Yes,Punjab,Lahore,6,89
,Bilal Memon,Active,Yes,Punjab,Lahore,6,90
,Kashif Ansari,Active,Yes,Punjab,Lahore,6,91
,Waqas Jan,Active,Yes,Punjab,Lahore,6,92
,Asim Rind,Active,Yes,Punjab,Lahore,6,93
,Usman Qureshi,Active,Yes,Punjab,Lahore,6,94
,Bilal Chaudhry,Active,Yes,Punjab,Lahore,6,95
,Babar Qureshi,Active,Yes,Punjab,Lahore,6,96
,Imran Sheikh,Active,Yes,Punjab,Lahore,6,97
,Zainab Ansari,Active,Yes,Punjab,Lahore,6,98
,Hira Malik,Active,Yes,Punjab,Lahore,6,99
,Bilal Gul,Active,Yes,Punjab,Lahore,6,100
,Maryam Shah,Active,Yes,Punjab,Lahore,7,101
,Zubair Gul,Active,Yes,Punjab,Lahore,7,102
,Hira Shah,Active,Yes,Punjab,Lahore,7,103
,Kamran Raza,Active,Yes,Punjab,Lahore,7,104
,Zainab Jan,Active,Yes,Punjab,Lahore,7,105
,Usman Rind,Active,Yes,Punjab,Lahore,7,106
,Iqra Qureshi,Active,Yes,Punjab,Lahore,7,107
,Adnan Bugti,Active,Yes,Punjab,Lahore,7,108
,Ali Malik,Active,Yes,Punjab,Lahore,7,109
,Sana Siddiqui,Active,Yes,Punjab,Lahore,7,110
,Saad Mirza,Active,Yes,Punjab,Lahore,7,111
,Bilal Mirza,Active,Yes,Punjab,Lahore,7,112
,Ahmed Mahar,Active,Yes,Punjab,Lahore,7,113
,Rashid Abbasi,Active,Yes,Punjab,Lahore,7,114
,Yasir Abbasi,Active,Yes,Punjab,Lahore,7,115
,Farhan Khan,Active,Yes,Punjab,Lahore,7,116
,Samina Mahar,Active,Yes,Punjab,Lahore,7,117
,Kamran Mengal,Active,Yes,Punjab,Lahore,7,118
,Kamran Khattak,Active,Yes,Punjab,Lahore,7,119
,Zeeshan Abbasi,Active,Yes,Punjab,Lahore,7,120
,Tariq Bugti,Active,Yes,Punjab,Lahore,7,121
,Usman Bhatti,Active,Yes,Punjab,Lahore,7,122
,Shahid Sheikh,Active,Yes,Punjab,Lahore,7,123
,Sidra Jan,Active,Yes,Punjab,Lahore,7,124
,Rabia Gul,Active,Yes,Punjab,Lahore,7,125
,Faisal Butt,Active,Yes,Punjab,Lahore,7,126
,Zeeshan Laghari,Active,Yes,Punjab,Lahore,7,127
,Rashid Butt,Active,Yes,Punjab,Lahore,7,128
,Zubair Shah,Active,Yes,Punjab,Lahore,7,129
,Babar Rind,Active,Yes,Punjab,Lahore,7,130
,Sidra Gul,Active,Yes,Punjab,Lahore,7,131
,Muhammad Khattak,Active,Yes,Punjab,Lahore,7,132
,Hamza Ahmed,Active,Yes,Punjab,Lahore,7,133
,Faisal Memon,Active,Yes,Punjab,Lahore,7,134
,Ali Abbasi,Active,Yes,Punjab,Lahore,7,135
,Naveed Ansari,Active,Yes,Punjab,Lahore,7,136
,Sana Rind,Active,Yes,Punjab,Lahore,7,137
,Imran Qureshi,Active,Yes,Punjab,Lahore,7,138
,Tariq Laghari,Active,Yes,Punjab,Lahore,7,139
,Fatima Jan,Active,Yes,Punjab,Lahore,7,140
,Sidra Sheikh,Active,Yes,Punjab,Lahore,7,141
,Iqra Sheikh,Active,Yes,Punjab,Lahore,7,142
,Tariq Raza,Active,Yes,Punjab,Lahore,7,143
,Zeeshan Mirza,Active,Yes,Punjab,Lahore,7,144
,Rabia Rind,Active,Yes,Punjab,Lahore,7,145
,Ayesha Bugti,Active,Yes,Punjab,Lahore,7,146
,Ayesha Bhatti,Active,Yes,Punjab,Lahore,7,147
,Kamran Ansari,Active,Yes,Punjab,Lahore,7,148
,Arsalan Siddiqui,Active,Yes,Punjab,Lahore,7,149
,Saad Mengal,Active,Yes,Punjab,Lahore,7,150
,Zubair Khan,Active,Yes,Punjab,Lahore,7,151
,Saad Memon,Active,Yes,Punjab,Lahore,7,152
,Imran Bhatti,Active,Yes,Punjab,Lahore,7,153
,Zainab Jan,Active,Yes,Punjab,Lahore,7,154
,Zubair Ansari,Active,Yes,Punjab,Lahore,7,155
,Usman Abbasi,Active,Yes,Punjab,Lahore,7,156
,Zubair Jan,Active,Yes,Punjab,Lahore,7,157
,Ahmed Khattak,Active,Yes,Punjab,Lahore,7,158
,Rabia Jan,Active,Yes,Punjab,Lahore,7,159
,Samina Ansari,Active,Yes,Punjab,Lahore,7,160
,Rabia Qureshi,Active,Yes,Punjab,Lahore,7,161
,Hamza Mahar,Active,Yes,Punjab,Lahore,7,162
,Yasir Baig,Active,Yes,Punjab,Lahore,7,163
,Tariq Bugti,Active,Yes,Punjab,Lahore,7,164
,Bilal Chaudhry,Active,Yes,Punjab,Lahore,7,165
,Zainab Siddiqui,Active,Yes,Punjab,Lahore,7,166
,Maryam Bhatti,Active,Yes,Punjab,Lahore,7,167
,Arsalan Mirza,Active,Yes,Punjab,Lahore,7,168
,Fatima Ansari,Active,Yes,Punjab,Lahore,7,169
,Babar Shah,Active,Yes,Punjab,Lahore,7,170
,Fatima Qureshi,Active,Yes,Punjab,Lahore,7,171
,Kashif Qureshi,Active,Yes,Punjab,Lahore,7,172
,Samina Mengal,Active,Yes,Punjab,Lahore,7,173
,Tariq Mahar,Active,Yes,Punjab,Lahore,7,174
,Bilal Butt,Active,Yes,Punjab,Lahore,7,175
,Ali Khattak,Active,Yes,Punjab,Lahore,7,176
,Shahid Raza,Active,Yes,Punjab,Lahore,7,177
,Zeeshan Mengal,Active,Yes,Punjab,Lahore,7,178
,Tariq Raza,Active,Yes,Punjab,Lahore,7,179
,Yasir Rind,Active,Yes,Punjab,Lahore,7,180
,Fatima Khan,Active,Yes,Punjab,Lahore,7,181
,Naveed Raza,Active,Yes,Punjab,Lahore,7,182
,Ali Malik,Active,Yes,Punjab,Lahore,7,183
,Iqra Bugti,Active,Yes,Punjab,Lahore,7,184
,Zainab Chaudhry,Active,Yes,Punjab,Lahore,7,185
,Zeeshan Butt,Active,Yes,Punjab,Lahore,7,186
,Shahid Tareen,Active,Yes,Punjab,Lahore,7,187
,Asim Tareen,Active,Yes,Punjab,Lahore,7,188
,Kashif Ansari,Active,Yes,Punjab,Lahore,7,189
,Faisal Mengal,Active,Yes,Punjab,Lahore,7,190
,Shahid Butt,Active,Yes,Punjab,Lahore,7,191
,Naveed Bhatti,Active,Yes,Punjab,Lahore,7,192
,Bilal Mengal,Active,Yes,Punjab,Lahore,7,193
,Yasir Tareen,Active,Yes,Punjab,Lahore,7,194
,Maryam Memon,Active,Yes,Punjab,Lahore,7,195
,Sana Mahar,Active,Yes,Punjab,Lahore,7,196
,Fatima Shah,Active,Yes,Punjab,Lahore,7,197
,Sidra Rind,Active,Yes,Punjab,Lahore,7,198
,Ali Tareen,Active,Yes,Punjab,Lahore,7,199
,Fatima Siddiqui,Active,Yes,Punjab,Lahore,7,200
,Bilal Ahmed,Active,Yes,Punjab,Lahore,8,201
,Ayesha Malik,Active,Yes,Punjab,Lahore,8,202
,Asim Jan,Active,Yes,Punjab,Lahore,8,203
,Imran Memon,Active,Yes,Punjab,Lahore,8,204
,Saad Baig,Active,Yes,Punjab,Lahore,8,205
,Zainab Khattak,Active,Yes,Punjab,Lahore,8,206
,Sana Malik,Active,Yes,Punjab,Lahore,8,207
,Babar Malik,Active,Yes,Punjab,Lahore,8,208
,Bilal Mahar,Active,Yes,Punjab,Lahore,8,209
,Farhan Mahar,Active,Yes,Punjab,Lahore,8,210
,Hira Ahmed,Active,Yes,Punjab,Lahore,8,211
,Sana Raza,Active,Yes,Punjab,Lahore,8,212
,Hira Abbasi,Active,Yes,Punjab,Lahore,8,213
,Waqas Qureshi,Active,Yes,Punjab,Lahore,8,214
,Usman Jan,Active,Yes,Punjab,Lahore,8,215
,Faisal Bhatti,Active,Yes,Punjab,Lahore,8,216
,Hamza Mengal,Active,Yes,Punjab,Lahore,8,217
,Farhan Abbasi,Active,Yes,Punjab,Lahore,8,218
,Arsalan Khattak,Active,Yes,Punjab,Lahore,8,219
,Naveed Gul,Active,Yes,Punjab,Lahore,8,220
,Imran Baig,Active,Yes,Punjab,Lahore,8,221
,Rashid Sheikh,Active,Yes,Punjab,Lahore,8,222
,Zubair Ansari,Active,Yes,Punjab,Lahore,8,223
,Samina Qureshi,Active,Yes,Punjab,Lahore,8,224
,Samina Chaudhry,Active,Yes,Punjab,Lahore,8,225
,Ahmed Bugti,Active,Yes,Punjab,Lahore,8,226
,Shahid Tareen,Active,Yes,Punjab,Lahore,8,227
,Asim Butt,Active,Yes,Punjab,Lahore,8,228
,Samina Bugti,Active,Yes,Punjab,Lahore,8,229
,Muhammad Mengal,Active,Yes,Punjab,Lahore,8,230
,Hamza Sheikh,Active,Yes,Punjab,Lahore,8,231
,Iqra Siddiqui,Active,Yes,Punjab,Lahore,8,232
,Ayesha Khan,Active,Yes,Punjab,Lahore,8,233
,Fatima Jan,Active,Yes,Punjab,Lahore,8,234
,Farhan Raza,Active,Yes,Punjab,Lahore,8,235
,Sana Memon,Active,Yes,Punjab,Lahore,8,236
,Ayesha Shah,Active,Yes,Punjab,Lahore,8,237
,Usman Tareen,Active,Yes,Punjab,Lahore,8,238
,Hamza Bugti,Active,Yes,Punjab,Lahore,8,239
,Iqra Rind,Active,Yes,Punjab,Lahore,8,240
,Maryam Malik,Active,Yes,Punjab,Lahore,8,241
,Farhan Qureshi,Active,Yes,Punjab,Lahore,8,242
,Usman Memon,Active,Yes,Punjab,Lahore,8,243
,Junaid Rind,Active,Yes,Punjab,Lahore,8,244
,Sana Jan,Active,Yes,Punjab,Lahore,8,245
,Ali Ansari,Active,Yes,Punjab,Lahore,8,246
,Imran Tareen,Active,Yes,Punjab,Lahore,8,247
,Zubair Butt,Active,Yes,Punjab,Lahore,8,248
,Muhammad Shah,Active,Yes,Punjab,Lahore,8,249
,Zainab Mirza,Active,Yes,Punjab,Lahore,8,250
,Fatima Rind,Active,Yes,Punjab,Lahore,8,251
,Hira Raza,Active,Yes,Punjab,Lahore,8,252
,Tariq Khattak,Active,Yes,Punjab,Lahore,8,253
,Adnan Gul,Active,Yes,Punjab,Lahore,8,254
,Faisal Sheikh,Active,Yes,Punjab,Lahore,8,255
,Adnan Khattak,Active,Yes,Punjab,Lahore,8,256
,Hamza Shah,Active,Yes,Punjab,Lahore,8,257
,Shahid Raza,Active,Yes,Punjab,Lahore,8,258
,Tariq Gul,Active,Yes,Punjab,Lahore,8,259
,Hira Ansari,Active,Yes,Punjab,Lahore,8,260
,Ali Khan,Active,Yes,Punjab,Lahore,8,261
,Farhan Gul,Active,Yes,Punjab,Lahore,8,262
,Arsalan Siddiqui,Active,Yes,Punjab,Lahore,8,263
,Yasir Ansari,Active,Yes,Punjab,Lahore,8,264
,Muhammad Khan,Active,Yes,Punjab,Lahore,8,265
,Adnan Shah,Active,Yes,Punjab,Lahore,8,266
,Saad Ansari,Active,Yes,Punjab,Lahore,8,267
,Zainab Mirza,Active,Yes,Punjab,Lahore,8,268
,Babar Mahar,Active,Yes,Punjab,Lahore,8,269
,Zubair Mirza,Active,Yes,Punjab,Lahore,8,270
,Adnan Ahmed,Active,Yes,Punjab,Lahore,8,271
,Bilal Tareen,Active,Yes,Punjab,Lahore,8,272
,Ahmed Bugti,Active,Yes,Punjab,Lahore,8,273
,Arsalan Jan,Active,Yes,Punjab,Lahore,8,274
,Arsalan Khattak,Active,Yes,Punjab,Lahore,8,275
,Hamza Jan,Active,Yes,Punjab,Lahore,8,276
,Maryam Khattak,Active,Yes,Punjab,Lahore,8,277
,Rashid Tareen,Active,Yes,Punjab,Lahore,8,278
,Farhan Gul,Active,Yes,Punjab,Lahore,8,279
,Maryam Jan,Active,Yes,Punjab,Lahore,8,280
,Sidra Baig,Active,Yes,Punjab,Lahore,8,281
,Tariq Sheikh,Active,Yes,Punjab,Lahore,8,282
,Ali Qureshi,Active,Yes,Punjab,Lahore,8,283
,Usman Tareen,Active,Yes,Punjab,Lahore,8,284
,Faisal Mengal,Active,Yes,Punjab,Lahore,8,285
,Muhammad Tareen,Active,Yes,Punjab,Lahore,8,286
,Zubair Qureshi,Active,Yes,Punjab,Lahore,8,287
,Faisal Baig,Active,Yes,Punjab,Lahore,8,288
,Babar Mahar,Active,Yes,Punjab,Lahore,8,289
,Ayesha Jan,Active,Yes,Punjab,Lahore,8,290
,Shahid Bugti,Active,Yes,Punjab,Lahore,8,291
,Ali Khattak,Active,Yes,Punjab,Lahore,8,292
,Babar Shah,Active,Yes,Punjab,Lahore,8,293
,Junaid Rind,Active,Yes,Punjab,Lahore,8,294
,Usman Siddiqui,Active,Yes,Punjab,Lahore,8,295
,Usman Mengal,Active,Yes,Punjab,Lahore,8,296
,Imran Tareen,Active,Yes,Punjab,Lahore,8,297
,Sana Gul,Active,Yes,Punjab,Lahore,8,298
,Zainab Butt,Active,Yes,Punjab,Lahore,8,299
,Maryam Malik,Active,Yes,Punjab,Lahore,8,300
,Shahid Baig,Active,Yes,Punjab,Lahore,9,301
,Usman Ahmed,Active,Yes,Punjab,Lahore,9,302
,Hira Laghari,Active,Yes,Punjab,Lahore,9,303
,Rashid Jan,Active,Yes,Punjab,Lahore,9,304
,Junaid Ansari,Active,Yes,Punjab,Lahore,9,305
,Shahid Raza,Active,Yes,Punjab,Lahore,9,306
,Arsalan Mirza,Active,Yes,Punjab,Lahore,9,307
,Farhan Baig,Active,Yes,Punjab,Lahore,9,308
,Hira Khattak,Active,Yes,Punjab,Lahore,9,309
,Hamza Mirza,Active,Yes,Punjab,Lahore,9,310
,Kamran Malik,Active,Yes,Punjab,Lahore,9,311
,Rashid Mirza,Active,Yes,Punjab,Lahore,9,312
,Fatima Butt,Active,Yes,Punjab,Lahore,9,313
,Rabia Abbasi,Active,Yes,Punjab,Lahore,9,314
,Fatima Raza,Active,Yes,Punjab,Lahore,9,315
,Rabia Butt,Active,Yes,Punjab,Lahore,9,316
,Zeeshan Siddiqui,Active,Yes,Punjab,Lahore,9,317
,Hira Siddiqui,Active,Yes,Punjab,Lahore,9,318
,Usman Khattak,Active,Yes,Punjab,Lahore,9,319
,Sidra Laghari,Active,Yes,Punjab,Lahore,9,320
,Yasir Bugti,Active,Yes,Punjab,Lahore,9,321
,Tariq Tareen,Active,Yes,Punjab,Lahore,9,322
,Ayesha Bhatti,Active,Yes,Punjab,Lahore,9,323
,Waqas Tareen,Active,Yes,Punjab,Lahore,9,324
,Naveed Bhatti,Active,Yes,Punjab,Lahore,9,325
,Hira Mirza,Active,Yes,Punjab,Lahore,9,326
,Rabia Baig,Active,Yes,Punjab,Lahore,9,327
,Imran Memon,Active,Yes,Punjab,Lahore,9,328
,Kamran Ansari,Active,Yes,Punjab,Lahore,9,329
,Sana Mirza,Active,Yes,Punjab,Lahore,9,330
,Hamza Khattak,Active,Yes,Punjab,Lahore,9,331
,Maryam Tareen,Active,Yes,Punjab,Lahore,9,332
,Ahmed Jan,Active,Yes,Punjab,Lahore,9,333
,Babar Laghari,Active,Yes,Punjab,Lahore,9,334
,Sidra Khattak,Active,Yes,Punjab,Lahore,9,335
,Rashid Bugti,Active,Yes,Punjab,Lahore,9,336
,Samina Siddiqui,Active,Yes,Punjab,Lahore,9,337
,Babar Mahar,Active,Yes,Punjab,Lahore,9,338
,Saad Jan,Active,Yes,Punjab,Lahore,9,339
,Babar Rind,Active,Yes,Punjab,Lahore,9,340
,Yasir Gul,Active,Yes,Punjab,Lahore,9,341
,Ali Malik,Active,Yes,Punjab,Lahore,9,342
,Maryam Laghari,Active,Yes,Punjab,Lahore,9,343
,Sidra Abbasi,Active,Yes,Punjab,Lahore,9,344
,Kamran Tareen,Active,Yes,Punjab,Lahore,9,345
,Zubair Laghari,Active,Yes,Punjab,Lahore,9,346
,Sidra Mengal,Active,Yes,Punjab,Lahore,9,347
,Farhan Mirza,Active,Yes,Punjab,Lahore,9,348
,Kamran Ahmed,Active,Yes,Punjab,Lahore,9,349
,Rashid Baig,Active,Yes,Punjab,Lahore,9,350
,Faisal Bugti,Active,Yes,Punjab,Lahore,9,351
,Zeeshan Mengal,Active,Yes,Punjab,Lahore,9,352
,Yasir Bhatti,Active,Yes,Punjab,Lahore,9,353
,Zeeshan Tareen,Active,Yes,Punjab,Lahore,9,354
,Asim Chaudhry,Active,Yes,Punjab,Lahore,9,355
,Arsalan Gul,Active,Yes,Punjab,Lahore,9,356
,Arsalan Khattak,Active,Yes,Punjab,Lahore,9,357
,Iqra Shah,Active,Yes,Punjab,Lahore,9,358
,Rabia Chaudhry,Active,Yes,Punjab,Lahore,9,359
,Naveed Mahar,Active,Yes,Punjab,Lahore,9,360
,Waqas Shah,Active,Yes,Punjab,Lahore,9,361
,Tariq Raza,Active,Yes,Punjab,Lahore,9,362
,Waqas Gul,Active,Yes,Punjab,Lahore,9,363
,Faisal Jan,Active,Yes,Punjab,Lahore,9,364
,Hamza Raza,Active,Yes,Punjab,Lahore,9,365
,Zainab Shah,Active,Yes,Punjab,Lahore,9,366
,Yasir Ahmed,Active,Yes,Punjab,Lahore,9,367
,Babar Khattak,Active,Yes,Punjab,Lahore,9,368
,Hira Butt,Active,Yes,Punjab,Lahore,9,369
,Junaid Bhatti,Active,Yes,Punjab,Lahore,9,370
,Sana Mirza,Active,Yes,Punjab,Lahore,9,371
,Farhan Sheikh,Active,Yes,Punjab,Lahore,9,372
,Faisal Qureshi,Active,Yes,Punjab,Lahore,9,373
,Iqra Bhatti,Active,Yes,Punjab,Lahore,9,374
,Sidra Mirza,Active,Yes,Punjab,Lahore,9,375
,Zubair Malik,Active,Yes,Punjab,Lahore,9,376
,Farhan Bhatti,Active,Yes,Punjab,Lahore,9,377
,Farhan Sheikh,Active,Yes,Punjab,Lahore,9,378
,Ahmed Mahar,Active,Yes,Punjab,Lahore,9,379
,Iqra Shah,Active,Yes,Punjab,Lahore,9,380
,Tariq Ansari,Active,Yes,Punjab,Lahore,9,381
,Ayesha Khattak,Active,Yes,Punjab,Lahore,9,382
,Ayesha Rind,Active,Yes,Punjab,Lahore,9,383
,Kamran Khattak,Active,Yes,Punjab,Lahore,9,384
,Zubair Sheikh,Active,Yes,Punjab,Lahore,9,385
,Bilal Raza,Active,Yes,Punjab,Lahore,9,386
,Shahid Butt,Active,Yes,Punjab,Lahore,9,387
,Kashif Chaudhry,Active,Yes,Punjab,Lahore,9,388
