Cnic,Full Name,Status,Disabled,Province,City,Block Code,Serial Number
1000000000385,Shah Mehmood,Active,Yes,Balochistan,Quetta,4,72
1000000000386,Zain,Active,Yes,Balochistan,Quetta,4,73
1000000000387,Abid,Active,Yes,Balochistan,Quetta,4,74
1000000000388,Inayat Ullah,Active,Yes,Balochistan,Quetta,4,75
1000000000389,Salar Khan,Active,Yes,Balochistan,Quetta,4,76
1000000000390,Ahmed,Active,Yes,Balochistan,Quetta,4,77
1000000000391,Abbas,Active,Yes,Balochistan,Quetta,4,78
1000000000392,Ali,Active,Yes,Balochistan,Quetta,4,79
1000000000393,Nehad,Active,Yes,Balochistan,Quetta,4,80
1000000000394,Hafiz,Active,Yes,Balochistan,Quetta,5,81
1000000000395,Sami,Active,Yes,Balochistan,Quetta,5,82
1000000000396,Saeed,Active,Yes,Balochistan,Quetta,5,83
1000000000397,Kaleem,Active,Yes,Balochistan,Quetta,5,84
1000000000398,Naveed,Active,Yes,Balochistan,Quetta,5,85
